allergyName,medID,ConflictCheck
Latex,18759127,False
Pollen,78255002,True
Shellfish,78255002,False
Dust,19403108,True
Peanuts,82472167,True
Latex,82472167,False
Shellfish,36121678,True
Peanuts,36121678,False
Dust,91252256,True
Shellfish,38198800,False
Dust,38198800,False
Pollen,72637587,True
Mold,72637587,True
Mold,65605897,False
Peanuts,49430734,True
Pollen,80756720,True
Mold,70528152,False
Peanuts,70528152,True
Dust,41604104,True
Peanuts,79639987,True
Peanuts,16269372,True
Latex,16269372,False
Dust,16269372,False
Peanuts,67027323,False
Mold,67027323,False
Latex,67027323,False
Shellfish,93868329,False
Peanuts,93868329,False
Mold,93868329,False
Pollen,13927051,True
Shellfish,13927051,False
Dust,13927051,True
Pollen,62789219,False
Mold,01582645,False
Peanuts,01582645,True
Shellfish,01582645,True
Pollen,29770844,True
Latex,29770844,True
Latex,71351563,False
Mold,71351563,False
Dust,73977768,True
Pollen,53888053,False
Latex,50898625,False
Peanuts,02225913,False
Dust,28761169,True
Shellfish,09057937,False
Dust,17303055,True
Latex,17303055,True
Shellfish,17303055,True
Pollen,04039772,True
Latex,04039772,False
Latex,24963463,False
Peanuts,24963463,False
Shellfish,24963463,False
Peanuts,58794670,False
Shellfish,58794670,False
Latex,80315251,False
Mold,80315251,True
Mold,31425311,True
Peanuts,31425311,False
Dust,89327445,True
Peanuts,89327445,False
Latex,41942236,False
Shellfish,41942236,False
Peanuts,41942236,True
Pollen,01289096,True
Shellfish,01289096,False
Latex,01289096,False
Shellfish,39510642,True
Latex,39510642,False
Mold,72215640,True
Dust,72215640,True
Mold,96150971,True
Latex,96150971,True
Peanuts,96150971,True
Mold,18238276,True
Latex,03022022,False
Pollen,03022022,True
Latex,23386581,True
Mold,62975219,True
Latex,62975219,True
Pollen,62975219,True
Shellfish,91456696,True
Peanuts,91456696,True
Dust,86289665,False
Peanuts,86289665,True
Pollen,86289665,False
Shellfish,33748492,False
Mold,33748492,True
Mold,68740942,False
Latex,68740942,False
Latex,91184091,True
Mold,83882804,False
Pollen,83882804,False
Dust,83882804,True
Peanuts,42882753,True
Mold,42882753,False
Latex,59179145,True
Shellfish,59179145,False
Pollen,44869321,True
Peanuts,44869321,True
Shellfish,09765234,False
Shellfish,79977123,True
Pollen,07595644,False
Mold,07595644,False
Latex,07595644,False
Pollen,08572158,True
Dust,38296098,True
Latex,38296098,False
Mold,38296098,False
Peanuts,85185433,False
Latex,85185433,True
Pollen,10706448,False
Pollen,96686599,True
Mold,96686599,False
Shellfish,93101298,True
Latex,93101298,False
Pollen,93101298,False
Pollen,57028401,True
Dust,57028401,False
Mold,57028401,True
Shellfish,66217336,True
Peanuts,29852270,False
Mold,29852270,False
Dust,29852270,True
Shellfish,27313772,False
Pollen,27313772,True
Dust,34874080,False
Shellfish,34874080,False
Mold,93125730,True
Dust,21080681,False
Mold,42217017,False
Latex,42217017,True
Shellfish,42217017,False
Dust,28162503,True
Shellfish,28162503,True
Peanuts,28162503,False
Pollen,58387783,False
Dust,07621285,True
Peanuts,07621285,False
Shellfish,07621285,False
Peanuts,74301108,True
Mold,49759639,True
Latex,12758279,False
Latex,64171402,False
Peanuts,64171402,False
Pollen,68988009,False
Shellfish,68988009,False
Latex,68988009,True
Shellfish,84968038,False
Pollen,84968038,True
Peanuts,84968038,False
Latex,75259560,False
Peanuts,23448411,False
Latex,52997185,False
Pollen,52997185,False
Dust,52997185,False
Dust,48008943,False
Shellfish,48008943,True
Pollen,48008943,False
Latex,76925045,True
Shellfish,76925045,False
Dust,76925045,True
Mold,45932682,True
Pollen,45932682,True
Pollen,41052671,False
Peanuts,41052671,True
Latex,41052671,False
Latex,44601038,False
Mold,44601038,True
Peanuts,44601038,False
Mold,56071947,True
Dust,56071947,True
Mold,91351366,False
Dust,91351366,False
Shellfish,91351366,True
Mold,24618979,False
Peanuts,24618979,True
Shellfish,16447099,True
Latex,16447099,False
Dust,16447099,True
Mold,70467971,False
Shellfish,58061755,True
Pollen,68276401,True
Pollen,73111133,True
Mold,73111133,True
Shellfish,16467035,True
Dust,16467035,True
Peanuts,00077419,False
Shellfish,23889909,True
Peanuts,70745717,False
Mold,70745717,False
Latex,70745717,False
Pollen,33277593,False
Peanuts,17467665,False
Latex,17467665,True
Peanuts,88169022,True
Dust,88169022,True
Latex,88169022,True
Latex,35884335,True
Peanuts,35884335,True
Shellfish,35884335,False
Dust,44935892,False
Pollen,44935892,True
Peanuts,44935892,False
Pollen,48757994,True
Pollen,79336681,False
Mold,79336681,True
Shellfish,86455501,True
Pollen,86455501,False
Mold,86455501,True
Latex,04671899,False
Mold,04671899,False
Peanuts,04671899,False
Shellfish,83415137,True
Mold,04348782,False
Dust,04348782,True
Shellfish,37128705,False
Peanuts,37128705,False
Dust,14894919,False
Latex,14894919,True
Pollen,14894919,True
Peanuts,24599727,True
Peanuts,30288088,False
Pollen,30288088,False
Shellfish,30288088,True
Pollen,78516362,True
Peanuts,71759387,True
Dust,71759387,False
Latex,51963652,False
Dust,51963652,False
Pollen,51963652,True
Latex,82559356,False
Peanuts,82559356,True
Mold,82559356,True
Latex,52815687,False
Mold,52815687,False
Pollen,52815687,True
Shellfish,92704632,False
Latex,70190011,True
Dust,70190011,False
Latex,32227668,True
Dust,32227668,True
Dust,12465077,False
Pollen,12465077,False
Shellfish,12465077,True
Mold,06689963,True
Shellfish,06689963,False
Dust,91276417,True
Peanuts,00592403,True
Latex,00592403,True
Pollen,04539965,False
Dust,04539965,True
Mold,04539965,True
Shellfish,56555933,True
Mold,56555933,False
Mold,53015946,False
Pollen,53015946,False
Dust,53015946,False
Pollen,14162755,True
Latex,14162755,True
Shellfish,14162755,True
Mold,55286660,False
Dust,55286660,True
Peanuts,76015192,False
Dust,76015192,True
Shellfish,76015192,False
Mold,53954132,False
Peanuts,42313318,True
Shellfish,42313318,True
Dust,66913866,True
Mold,66913866,True
Shellfish,45078006,True
Pollen,15637618,False
Latex,20261842,True
Pollen,20261842,False
Mold,80206513,False
Peanuts,65604477,False
Dust,65604477,False
Shellfish,69471795,True
Peanuts,69471795,True
Dust,69471795,True
Latex,11421951,False
Peanuts,11421951,True
Mold,11421951,True
Pollen,34257859,True
Shellfish,34257859,False
Pollen,95627481,False
Mold,95627481,False
Shellfish,95627481,False
Latex,09799746,False
Shellfish,10503650,False
Mold,10503650,False
Dust,40433261,True
Peanuts,40433261,False
Latex,40433261,True
Pollen,34581166,False
Peanuts,34581166,False
Shellfish,34581166,True
Shellfish,61546495,True
Dust,61546495,True
Peanuts,61546495,True
Latex,95952671,True
Dust,72670752,False
Mold,72670752,False
Latex,72670752,True
Dust,98875674,False
Latex,98875674,False
Mold,98875674,True
Latex,08200984,False
Dust,08200984,False
Latex,19195635,False
Pollen,61697136,True
Mold,03134965,True
Shellfish,03134965,False
Mold,44183281,True
Dust,44183281,False
Pollen,44183281,True
Latex,12216214,True
Pollen,12216214,True
Latex,15685512,True
Mold,15685512,True
Shellfish,15685512,False
Peanuts,37278229,True
Mold,37278229,False
Pollen,37278229,False
Mold,80106993,True
Shellfish,80106993,False
Dust,23259302,False
Shellfish,23259302,True
Latex,23259302,False
Latex,43627943,True
Mold,43627943,True
Shellfish,43627943,False
Shellfish,04452912,True
Mold,45485626,False
Latex,42864691,False
Dust,42864691,False
Dust,06301293,False
Mold,06301293,False
Dust,20619567,True
Peanuts,20619567,True
Peanuts,44160429,True
Pollen,44160429,True
Mold,38804215,True
Peanuts,38804215,False
Pollen,38804215,False
Peanuts,44550463,False
Mold,44550463,False
Pollen,08220567,False
Peanuts,94454928,False
Dust,94454928,False
Mold,61210021,True
Shellfish,61210021,True
Latex,00905011,False
Mold,00905011,True
Latex,61223541,True
Peanuts,61223541,False
Shellfish,73242708,False
Pollen,39590241,True
Mold,39590241,True
Latex,39590241,False
Mold,71780175,True
Pollen,71780175,True
Latex,65674566,False
Shellfish,65674566,False
Mold,65674566,True
Pollen,13420394,True
Latex,96656509,False
Mold,96656509,True
Latex,34602463,True
Mold,34602463,True
Latex,84049173,True
Dust,78094387,False
Pollen,78094387,True
Dust,08642244,True
Latex,08642244,False
Latex,68669261,False
Pollen,68669261,True
Shellfish,68669261,False
Latex,64605152,False
Pollen,64605152,False
Pollen,52969422,True
Shellfish,52969422,True
Mold,52969422,False
Mold,16633132,True
Latex,41285176,False
Mold,41285176,True
Dust,41285176,False
Mold,92051457,False
Pollen,92051457,True
Latex,92051457,True
Latex,64747019,False
Peanuts,64747019,True
Mold,64747019,True
Shellfish,01851476,False
Latex,01851476,True
Dust,01851476,False
Dust,32695588,False
Pollen,32695588,True
Peanuts,32695588,False
Shellfish,57136224,False
Peanuts,57136224,True
Latex,57136224,False
Latex,55606891,True
Dust,55606891,False
Pollen,55606891,True
Pollen,01582200,True
Peanuts,01582200,False
Mold,01582200,True
Pollen,10492309,False
Dust,10492309,True
Peanuts,10492309,True
Dust,19909466,True
Pollen,19909466,True
Peanuts,19909466,True
Latex,39053840,True
Shellfish,39053840,False
Mold,39053840,True
Latex,91933600,False
Peanuts,91933600,False
Shellfish,24194392,False
Latex,24194392,True
Pollen,31525561,False
Peanuts,31525561,True
Latex,17316976,True
Shellfish,65974002,False
Pollen,65974002,True
Latex,65974002,False
Peanuts,45432164,False
Mold,45432164,False
Shellfish,45432164,False
Dust,42880777,False
Pollen,42880777,True
Peanuts,42880777,True
Shellfish,93841771,True
Peanuts,51494283,True
Peanuts,90664413,False
Pollen,90664413,True
Mold,90664413,True
Dust,24488831,False
Latex,24488831,False
Peanuts,24488831,False
Mold,76042882,True
Latex,76042882,True
Pollen,71582272,True
Peanuts,71582272,False
Shellfish,71582272,True
Shellfish,67807079,False
Peanuts,67807079,False
Peanuts,93601143,True
Shellfish,93601143,True
Pollen,93601143,True
Dust,27705287,False
Pollen,27705287,False
Dust,19160102,True
Mold,19160102,True
Pollen,19160102,True
Peanuts,45318377,False
Latex,06584960,False
Shellfish,08160325,True
Shellfish,22851251,True
Dust,22851251,False
Peanuts,22851251,False
Pollen,01894728,False
Peanuts,04593132,True
Dust,77770215,False
Dust,70634741,True
Dust,56114768,True
Shellfish,56114768,False
Pollen,56114768,False
Pollen,18445476,True
Latex,18445476,True
Mold,71777063,True
Shellfish,71777063,False
Latex,71777063,True
Mold,24266133,True
Latex,24266133,False
Peanuts,98194853,True
Pollen,98194853,False
Latex,98194853,False
Peanuts,75169587,True
Mold,76714705,False
Shellfish,76714705,False
Dust,76714705,True
Mold,25769878,True
Peanuts,25769878,True
Pollen,62078102,True
Shellfish,09315954,False
Latex,02145085,True
Peanuts,02145085,True
Pollen,85242281,False
Shellfish,44665384,True
Dust,44665384,False
Peanuts,10155252,False
Dust,10155252,True
Pollen,10155252,True
Mold,88837382,True
Latex,12161964,False
Mold,12161964,False
Dust,23341326,False
Pollen,23341326,False
Latex,23341326,True
Latex,38472830,False
Shellfish,38472830,False
Mold,32080166,False
Latex,32080166,True
Peanuts,32080166,True
Dust,36342738,True
Pollen,54252336,False
Latex,03616028,True
Peanuts,62246247,True
Mold,76725198,True
Mold,53223436,True
Mold,32800271,False
Pollen,90021153,True
Mold,90021153,False
Dust,90021153,False
Dust,53437785,True
Dust,28817495,True
Mold,28817495,True
Shellfish,28817495,True
Peanuts,07162687,False
Mold,07162687,True
Latex,13664758,True
Pollen,13664758,True
Shellfish,13664758,False
Latex,27307080,False
Dust,98579892,False
Pollen,98579892,True
Latex,98579892,True
Mold,73713010,False
Peanuts,04769045,False
Peanuts,86118229,True
Pollen,70827645,True
Dust,70827645,True
Pollen,10888077,True
Dust,29250489,True
Latex,29250489,True
Pollen,29250489,True
Peanuts,03665937,True
Dust,03665937,True
Mold,03665937,True
Latex,29219364,False
Dust,29219364,False
Mold,29219364,True
Pollen,96192390,False
Latex,96192390,True
Shellfish,96192390,False
Latex,69624955,False
Peanuts,69624955,True
Pollen,69624955,True
Latex,38895511,False
Peanuts,38895511,False
Shellfish,38895511,True
Latex,01708152,True
Mold,51954262,True
Mold,01550438,True
Shellfish,01550438,False
Latex,50188343,True
Peanuts,50188343,True
Shellfish,86006510,False
Peanuts,86006510,False
Pollen,86006510,True
Peanuts,15224400,True
Mold,04521031,True
Latex,04521031,False
Pollen,07625083,True
Peanuts,07625083,False
Pollen,32338932,True
Peanuts,32338932,True
Mold,87645684,False
Dust,90956176,False
Pollen,90956176,True
Peanuts,43674921,False
Latex,79841569,True
Shellfish,79841569,False
Shellfish,31201262,True
Shellfish,45714163,False
Shellfish,27873284,False
Peanuts,27873284,False
Shellfish,42114928,False
Pollen,22092428,True
Mold,91533983,True
Dust,91533983,False
Pollen,82294984,False
Peanuts,82294984,True
Pollen,36218778,False
Shellfish,36218778,False
Latex,36218778,False
Latex,25779580,False
Shellfish,75238987,True
Mold,70446885,True
Dust,96438483,True
Shellfish,96438483,True
Latex,96438483,True
Peanuts,42060035,True
Latex,42060035,False
Peanuts,80938310,False
Pollen,93392974,False
Mold,93392974,False
Pollen,07348872,False
Latex,07348872,False
Peanuts,07348872,True
Latex,01348079,True
Mold,65316355,False
Pollen,65316355,True
Peanuts,75728850,True
Latex,75728850,True
Pollen,26223890,True
Shellfish,26223890,True
Latex,13647697,True
Peanuts,13647697,True
Pollen,13647697,True
Mold,78424790,False
Shellfish,62082708,True
Shellfish,53427350,False
Peanuts,53427350,True
Dust,69610219,True
Pollen,69610219,False
Latex,69610219,True
Shellfish,21891347,False
Dust,21891347,False
Mold,90856306,False
Pollen,90856306,True
Shellfish,90856306,True
Shellfish,86341570,False
Pollen,86341570,True
Dust,94001331,True
Latex,99945434,False
Mold,85035438,True
Latex,85035438,False
Peanuts,02701988,True
Mold,02701988,True
Mold,84905051,False
Pollen,84905051,True
Shellfish,84905051,True
Dust,59795546,False
Latex,84802209,True
Shellfish,25956209,True
Peanuts,25956209,False
Latex,36073207,False
Shellfish,47367247,False
Dust,47367247,True
Mold,47367247,False
Mold,76779720,True
Shellfish,76779720,False
Shellfish,19140258,False
Pollen,19140258,False
Latex,19140258,False
Peanuts,73303086,False
Dust,73303086,True
Pollen,48018519,False
Latex,48018519,False
Peanuts,48018519,True
Shellfish,21886772,True
Pollen,21886772,False
Latex,21886772,False
Latex,63943205,True
Dust,63943205,True
Shellfish,38815629,False
Dust,38815629,False
Peanuts,38815629,True
Shellfish,97986460,True
Mold,46640469,False
Mold,28229253,False
Shellfish,09336402,True
Mold,09336402,True
Dust,09336402,True
Latex,86840092,True
Shellfish,86840092,False
Peanuts,27765570,False
Peanuts,95322049,True
Dust,99207456,False
Shellfish,99207456,True
Latex,99207456,True
Dust,23704855,True
Pollen,47129198,True
Dust,47129198,False
Peanuts,47129198,True
Latex,46987039,True
Peanuts,46987039,True
Dust,46987039,False
Pollen,47729223,False
Latex,47729223,False
Mold,47729223,False
Mold,77084348,False
Latex,07229269,False
Dust,07229269,False
Pollen,07229269,False
Mold,75582126,True
Latex,75582126,True
Latex,33730226,False
Pollen,33730226,False
