medID,sideEffects,Severity
77884265,Fatigue,Moderate
77884265,Dizziness,Severe
77884265,Dry mouth,Mild
08047451,Dry mouth,Severe
08047451,Headache,Moderate
75818057,Dry mouth,Mild
75818057,Fatigue,Mild
87457645,Headache,Severe
02511417,Headache,Mild
57585753,Dizziness,Mild
57585753,Dry mouth,Mild
57585753,Headache,Moderate
89285458,Fatigue,Moderate
89285458,Dry mouth,Moderate
89285458,Nausea,Severe
28841218,Dizziness,Moderate
34969522,Fatigue,Severe
34969522,Dizziness,Mild
34969522,Headache,Mild
26943983,Headache,Mild
26943983,Dry mouth,Mild
02319087,Dizziness,Moderate
38453337,Nausea,Moderate
10620287,Dry mouth,Mild
10620287,Headache,Severe
71964346,Nausea,Moderate
71964346,Headache,Severe
66722349,Fatigue,Severe
66722349,Nausea,Severe
21053019,Dry mouth,Mild
21053019,Dizziness,Moderate
53674640,Headache,Mild
53674640,Fatigue,Moderate
07029134,Dizziness,Moderate
60994277,Headache,Moderate
60994277,Nausea,Severe
60994277,Fatigue,Severe
61213489,Fatigue,Mild
61213489,Nausea,Moderate
61213489,Headache,Severe
26635645,Dizziness,Mild
26635645,Fatigue,Moderate
26635645,Nausea,Severe
25071416,Dry mouth,Mild
73754546,Headache,Mild
58322792,Dizziness,Moderate
58322792,Nausea,Mild
75720740,Fatigue,Mild
75720740,Dry mouth,Moderate
44926525,Dry mouth,Severe
44926525,Nausea,Severe
44926525,Headache,Severe
89965007,Headache,Moderate
89965007,Fatigue,Severe
30802299,Dry mouth,Moderate
30802299,Nausea,Severe
46094244,Fatigue,Mild
46094244,Headache,Mild
46094244,Dry mouth,Severe
53620130,Dizziness,Severe
53620130,Fatigue,Severe
53620130,Dry mouth,Moderate
76291152,Dizziness,Moderate
76291152,Headache,Moderate
87905153,Dizziness,Severe
87905153,Headache,Mild
87905153,Dry mouth,Moderate
86219910,Fatigue,Moderate
86219910,Dry mouth,Moderate
86219910,Headache,Severe
15109417,Dizziness,Moderate
15109417,Fatigue,Severe
15109417,Headache,Moderate
41646389,Nausea,Mild
41646389,Fatigue,Moderate
31626116,Headache,Severe
30688429,Headache,Moderate
30688429,Dizziness,Mild
30688429,Fatigue,Severe
16367451,Nausea,Moderate
16367451,Dry mouth,Mild
94322178,Dizziness,Severe
94322178,Fatigue,Moderate
94322178,Headache,Moderate
59574941,Dizziness,Severe
73175584,Dizziness,Severe
73175584,Fatigue,Moderate
66779904,Fatigue,Severe
66779904,Dizziness,Moderate
66779904,Headache,Severe
14040266,Dry mouth,Severe
14040266,Headache,Moderate
14040266,Dizziness,Severe
04817195,Headache,Moderate
52041019,Fatigue,Severe
36769431,Dizziness,Mild
36769431,Fatigue,Moderate
14323415,Fatigue,Mild
14323415,Dizziness,Severe
00050703,Dry mouth,Mild
00050703,Dizziness,Moderate
00050703,Fatigue,Moderate
34620596,Nausea,Mild
17535967,Fatigue,Moderate
17535967,Dry mouth,Severe
02276051,Dizziness,Moderate
02276051,Dry mouth,Severe
02276051,Headache,Severe
03561873,Nausea,Moderate
03561873,Fatigue,Severe
70659904,Dizziness,Moderate
32306442,Dry mouth,Severe
32306442,Headache,Moderate
32306442,Fatigue,Mild
12412712,Headache,Moderate
68081469,Nausea,Mild
68081469,Headache,Mild
68081469,Fatigue,Severe
40790326,Dizziness,Moderate
40395754,Nausea,Severe
70191557,Dizziness,Mild
70191557,Headache,Moderate
70191557,Fatigue,Moderate
19577993,Headache,Severe
19577993,Nausea,Moderate
19577993,Fatigue,Severe
34731819,Dizziness,Mild
04073182,Dizziness,Mild
04073182,Dry mouth,Moderate
04073182,Nausea,Moderate
54237948,Headache,Moderate
27521081,Dizziness,Mild
27521081,Fatigue,Mild
82517261,Fatigue,Moderate
82517261,Nausea,Moderate
11514108,Dry mouth,Moderate
45864943,Dry mouth,Moderate
45864943,Fatigue,Mild
45864943,Dizziness,Severe
04470746,Nausea,Severe
04470746,Dry mouth,Mild
90732729,Dry mouth,Mild
90732729,Nausea,Mild
90732729,Fatigue,Mild
83094484,Nausea,Severe
66699871,Dizziness,Mild
66699871,Dry mouth,Severe
19721852,Dizziness,Mild
19721852,Headache,Severe
19721852,Nausea,Moderate
35460569,Dizziness,Mild
35460569,Fatigue,Severe
14626276,Dry mouth,Moderate
96492275,Headache,Severe
64340480,Headache,Severe
64340480,Dizziness,Severe
64340480,Fatigue,Mild
13108883,Dry mouth,Mild
13108883,Dizziness,Moderate
13108883,Nausea,Moderate
99796772,Nausea,Moderate
11178883,Headache,Mild
07846090,Fatigue,Severe
07846090,Dry mouth,Moderate
07846090,Headache,Moderate
67427304,Dizziness,Severe
13996338,Dry mouth,Mild
13996338,Nausea,Mild
01915346,Headache,Severe
01915346,Fatigue,Moderate
54242850,Headache,Mild
69472654,Dry mouth,Mild
69472654,Fatigue,Moderate
69472654,Dizziness,Moderate
76968121,Dizziness,Severe
98295876,Dizziness,Moderate
98295876,Nausea,Mild
18312314,Nausea,Moderate
18312314,Fatigue,Mild
18312314,Dizziness,Severe
39935049,Nausea,Moderate
39935049,Dry mouth,Mild
67140049,Dry mouth,Mild
67140049,Headache,Mild
38837769,Headache,Moderate
92747555,Headache,Moderate
92747555,Dry mouth,Severe
92603968,Headache,Moderate
92603968,Dizziness,Severe
92603968,Dry mouth,Severe
94741217,Dry mouth,Severe
94741217,Dizziness,Moderate
94741217,Fatigue,Severe
17885232,Fatigue,Mild
76289555,Dizziness,Severe
91551727,Dizziness,Moderate
75113323,Dizziness,Moderate
75113323,Fatigue,Mild
75113323,Dry mouth,Moderate
83914635,Nausea,Moderate
85466322,Nausea,Mild
85466322,Headache,Mild
85466322,Dizziness,Moderate
88410998,Headache,Severe
72323650,Headache,Mild
24176867,Dry mouth,Mild
24176867,Nausea,Moderate
24176867,Dizziness,Moderate
51867193,Headache,Moderate
51867193,Fatigue,Mild
51867193,Nausea,Mild
55375675,Dry mouth,Severe
81782161,Fatigue,Severe
81782161,Dizziness,Severe
64844320,Headache,Mild
64844320,Dizziness,Severe
63942338,Headache,Mild
63942338,Nausea,Moderate
48855860,Dizziness,Mild
70165736,Nausea,Severe
70165736,Dry mouth,Mild
70165736,Fatigue,Severe
69923566,Nausea,Mild
69923566,Dry mouth,Severe
69923566,Dizziness,Moderate
09821352,Nausea,Mild
88068083,Dizziness,Severe
88068083,Dry mouth,Severe
62278023,Dizziness,Severe
62101244,Dry mouth,Severe
62101244,Headache,Mild
21789957,Headache,Severe
21789957,Nausea,Mild
22058800,Dizziness,Severe
22058800,Nausea,Severe
25465473,Fatigue,Severe
25465473,Dizziness,Moderate
25465473,Dry mouth,Severe
36696767,Headache,Moderate
19435580,Fatigue,Mild
19435580,Headache,Severe
19435580,Dizziness,Moderate
84954239,Dizziness,Mild
12261954,Dizziness,Severe
12261954,Headache,Severe
12261954,Dry mouth,Moderate
21368177,Nausea,Moderate
04585441,Dry mouth,Severe
69747351,Nausea,Moderate
69747351,Fatigue,Moderate
69747351,Dizziness,Mild
45543810,Headache,Severe
78646175,Dizziness,Moderate
78646175,Nausea,Severe
63308258,Dizziness,Moderate
63308258,Fatigue,Severe
22825206,Nausea,Severe
81644476,Fatigue,Mild
81644476,Dizziness,Severe
37792114,Fatigue,Severe
37792114,Headache,Mild
36605045,Dry mouth,Moderate
36605045,Dizziness,Moderate
36605045,Fatigue,Mild
86205855,Dizziness,Severe
86205855,Fatigue,Severe
86205855,Dry mouth,Severe
31065883,Nausea,Mild
31065883,Dry mouth,Mild
31065883,Fatigue,Moderate
61727666,Dry mouth,Severe
61727666,Nausea,Severe
00800774,Dry mouth,Moderate
00800774,Nausea,Severe
03281725,Dizziness,Severe
01064085,Fatigue,Severe
01064085,Dizziness,Mild
01064085,Nausea,Moderate
81043743,Dizziness,Mild
81043743,Dry mouth,Mild
77267331,Fatigue,Severe
77267331,Headache,Moderate
77267331,Dry mouth,Moderate
37557529,Nausea,Moderate
95436560,Fatigue,Severe
12274358,Nausea,Moderate
12274358,Headache,Severe
76600780,Nausea,Mild
76600780,Dry mouth,Severe
58697362,Headache,Severe
58697362,Nausea,Severe
37964330,Fatigue,Mild
37964330,Dizziness,Severe
63864654,Fatigue,Severe
63864654,Nausea,Moderate
63864654,Headache,Mild
29458064,Headache,Severe
29458064,Fatigue,Severe
97019286,Dry mouth,Severe
97019286,Dizziness,Severe
63685600,Nausea,Severe
63685600,Headache,Moderate
63685600,Fatigue,Severe
81279812,Dry mouth,Moderate
81279812,Nausea,Severe
18031667,Fatigue,Mild
18031667,Dizziness,Moderate
18031667,Nausea,Moderate
44778404,Headache,Severe
44778404,Dizziness,Moderate
44778404,Fatigue,Mild
77976028,Nausea,Mild
77976028,Fatigue,Mild
77976028,Dry mouth,Mild
07015722,Headache,Moderate
61058604,Dizziness,Moderate
79061128,Dizziness,Severe
79061128,Nausea,Moderate
79061128,Dry mouth,Mild
51245289,Nausea,Moderate
65336988,Nausea,Mild
65336988,Headache,Moderate
65336988,Fatigue,Severe
40374291,Dry mouth,Moderate
40374291,Nausea,Moderate
40374291,Headache,Moderate
03953436,Dizziness,Severe
03953436,Nausea,Moderate
73950383,Dizziness,Moderate
73950383,Nausea,Mild
73950383,Fatigue,Mild
58067906,Headache,Mild
42424782,Dizziness,Mild
42424782,Fatigue,Severe
19329426,Nausea,Mild
19329426,Dizziness,Mild
19329426,Headache,Mild
29353467,Dizziness,Moderate
29353467,Nausea,Moderate
48726345,Dry mouth,Moderate
48726345,Dizziness,Severe
48726345,Nausea,Severe
26948218,Headache,Severe
84855578,Dry mouth,Mild
76578276,Dry mouth,Severe
76578276,Dizziness,Mild
08793374,Fatigue,Mild
08793374,Dry mouth,Severe
38909116,Headache,Severe
38909116,Nausea,Moderate
38909116,Fatigue,Mild
77926347,Dizziness,Severe
77926347,Headache,Moderate
77926347,Fatigue,Mild
76900489,Headache,Severe
76900489,Fatigue,Severe
76900489,Dry mouth,Moderate
98023806,Dizziness,Mild
98023806,Nausea,Mild
98023806,Fatigue,Severe
60462221,Fatigue,Severe
75802309,Dry mouth,Severe
51850989,Fatigue,Moderate
99132513,Fatigue,Mild
05220469,Nausea,Mild
05220469,Dizziness,Mild
41661265,Nausea,Moderate
75708940,Headache,Moderate
13017904,Dizziness,Moderate
13017904,Fatigue,Severe
13017904,Dry mouth,Severe
70374273,Fatigue,Moderate
99374169,Headache,Mild
99374169,Nausea,Mild
99374169,Fatigue,Moderate
93632431,Dry mouth,Moderate
81699316,Fatigue,Mild
07367284,Headache,Mild
07367284,Dizziness,Severe
07367284,Fatigue,Mild
98265682,Dry mouth,Severe
31961364,Fatigue,Severe
81766362,Nausea,Severe
81766362,Headache,Severe
21797249,Nausea,Moderate
21797249,Dizziness,Mild
51848637,Dry mouth,Moderate
37411771,Fatigue,Moderate
37411771,Headache,Mild
37411771,Nausea,Moderate
64100568,Nausea,Moderate
64100568,Dizziness,Moderate
64100568,Fatigue,Moderate
89476806,Nausea,Moderate
89476806,Fatigue,Mild
89476806,Dry mouth,Severe
81291136,Fatigue,Severe
81291136,Dizziness,Mild
81291136,Nausea,Severe
10536911,Dizziness,Mild
10536911,Nausea,Mild
10536911,Fatigue,Moderate
86335760,Fatigue,Severe
86335760,Nausea,Severe
86335760,Headache,Mild
16625625,Fatigue,Moderate
16625625,Headache,Moderate
28249590,Fatigue,Severe
24532585,Fatigue,Severe
24532585,Dizziness,Mild
79207664,Dizziness,Moderate
79207664,Dry mouth,Moderate
79207664,Fatigue,Moderate
13765848,Fatigue,Severe
42260481,Fatigue,Moderate
42260481,Dizziness,Severe
42260481,Headache,Moderate
96535507,Fatigue,Moderate
96535507,Dizziness,Moderate
56316333,Dry mouth,Moderate
80973763,Dry mouth,Severe
91425320,Dizziness,Mild
91425320,Headache,Moderate
90718505,Headache,Severe
90718505,Dry mouth,Severe
90718505,Nausea,Mild
29270628,Dry mouth,Severe
48480032,Dry mouth,Mild
48480032,Nausea,Severe
48480032,Fatigue,Mild
58004612,Fatigue,Moderate
97238031,Fatigue,Moderate
52718237,Headache,Moderate
52718237,Nausea,Severe
08652010,Nausea,Severe
08652010,Dizziness,Moderate
08652010,Dry mouth,Mild
14413774,Dry mouth,Moderate
93153056,Headache,Mild
93153056,Dizziness,Moderate
93153056,Nausea,Mild
27725187,Fatigue,Moderate
29629406,Fatigue,Moderate
74902988,Dizziness,Moderate
18852776,Fatigue,Mild
18852776,Headache,Moderate
18852776,Nausea,Mild
03933872,Fatigue,Moderate
03933872,Dry mouth,Severe
03933872,Dizziness,Severe
74622230,Dizziness,Severe
23495347,Headache,Mild
23495347,Fatigue,Moderate
39193855,Dry mouth,Moderate
39193855,Headache,Moderate
19179549,Dizziness,Severe
19179549,Headache,Mild
19179549,Fatigue,Mild
59765016,Fatigue,Severe
59765016,Dry mouth,Severe
14573360,Headache,Mild
82442625,Dry mouth,Mild
82442625,Headache,Moderate
91105014,Fatigue,Moderate
34115718,Dizziness,Moderate
59682362,Dizziness,Severe
59682362,Nausea,Mild
59682362,Dry mouth,Mild
65394638,Nausea,Mild
05700362,Nausea,Moderate
05700362,Headache,Moderate
05700362,Fatigue,Mild
89097109,Dry mouth,Severe
89097109,Dizziness,Severe
89097109,Fatigue,Moderate
25672800,Dry mouth,Severe
25672800,Nausea,Mild
25672800,Fatigue,Moderate
51453509,Headache,Severe
72470872,Dry mouth,Mild
72470872,Headache,Severe
72470872,Nausea,Severe
40144383,Dizziness,Moderate
40144383,Headache,Mild
56187622,Fatigue,Severe
56187622,Dry mouth,Moderate
56187622,Dizziness,Severe
02836262,Headache,Mild
02836262,Nausea,Mild
49171966,Dizziness,Moderate
54400490,Nausea,Moderate
54400490,Headache,Moderate
18368816,Headache,Moderate
18368816,Fatigue,Severe
18368816,Nausea,Severe
84579994,Headache,Moderate
06401225,Headache,Moderate
06401225,Fatigue,Mild
08197942,Headache,Mild
69876826,Dry mouth,Moderate
69876826,Fatigue,Mild
69876826,Nausea,Moderate
90499920,Fatigue,Mild
72958204,Dizziness,Moderate
72958204,Fatigue,Mild
93184260,Dry mouth,Severe
74462162,Fatigue,Mild
74462162,Dizziness,Mild
74462162,Headache,Severe
82193792,Dry mouth,Moderate
94359944,Dizziness,Severe
94359944,Headache,Moderate
96106787,Fatigue,Mild
96106787,Nausea,Mild
56679649,Fatigue,Severe
56679649,Nausea,Moderate
07934088,Nausea,Moderate
07934088,Headache,Moderate
07934088,Fatigue,Moderate
40619633,Nausea,Moderate
40619633,Fatigue,Mild
40619633,Dizziness,Mild
09807427,Dry mouth,Moderate
12996141,Dry mouth,Mild
68167113,Nausea,Moderate
68167113,Dry mouth,Moderate
05949522,Headache,Mild
05949522,Fatigue,Mild
65449632,Dizziness,Severe
65449632,Nausea,Mild
65449632,Dry mouth,Mild
03872202,Nausea,Mild
50958758,Nausea,Severe
41478767,Dizziness,Severe
41478767,Nausea,Moderate
59734949,Nausea,Moderate
66357134,Fatigue,Severe
66357134,Dry mouth,Moderate
26914293,Dizziness,Mild
26914293,Headache,Mild
52407381,Nausea,Mild
52407381,Headache,Moderate
16425089,Dizziness,Severe
80732429,Nausea,Severe
47904331,Dizziness,Mild
23933794,Nausea,Moderate
23933794,Dizziness,Moderate
12086493,Dry mouth,Mild
12086493,Dizziness,Severe
12086493,Nausea,Severe
15934496,Dizziness,Moderate
15934496,Dry mouth,Mild
04838980,Nausea,Severe
04838980,Dry mouth,Mild
04838980,Fatigue,Severe
29063886,Fatigue,Moderate
29063886,Dizziness,Severe
29063886,Dry mouth,Mild
46178990,Fatigue,Mild
46178990,Nausea,Severe
66917579,Headache,Mild
45588720,Fatigue,Mild
45588720,Dry mouth,Moderate
76659755,Dizziness,Mild
19286324,Dry mouth,Mild
19286324,Headache,Severe
19286324,Fatigue,Moderate
58849015,Headache,Moderate
41243666,Dizziness,Severe
41243666,Fatigue,Severe
52534228,Dizziness,Mild
47587638,Dry mouth,Moderate
47587638,Fatigue,Moderate
47587638,Headache,Severe
83653144,Fatigue,Severe
83653144,Headache,Severe
12699888,Headache,Mild
12699888,Fatigue,Severe
12699888,Nausea,Severe
00676914,Dizziness,Severe
74929255,Fatigue,Moderate
84190053,Dizziness,Severe
08955601,Headache,Mild
81097978,Headache,Moderate
81097978,Dizziness,Mild
81097978,Fatigue,Severe
69663291,Dizziness,Moderate
69663291,Nausea,Moderate
81048194,Dizziness,Moderate
95329237,Dizziness,Severe
95329237,Headache,Mild
48588261,Dizziness,Severe
48588261,Nausea,Severe
48588261,Fatigue,Severe
86760519,Headache,Severe
50250105,Dry mouth,Moderate
50250105,Fatigue,Moderate
50250105,Nausea,Severe
30392676,Headache,Severe
30392676,Fatigue,Moderate
18446537,Dry mouth,Severe
01168393,Nausea,Mild
01168393,Dry mouth,Severe
01168393,Headache,Severe
66770867,Dizziness,Moderate
05997933,Fatigue,Severe
05997933,Dizziness,Moderate
01679326,Headache,Severe
35584639,Fatigue,Mild
90670372,Dry mouth,Mild
14291018,Nausea,Mild
51447118,Headache,Moderate
51447118,Fatigue,Severe
09740568,Fatigue,Moderate
83814855,Nausea,Moderate
83814855,Headache,Moderate
83814855,Fatigue,Severe
58920866,Fatigue,Moderate
86712288,Dizziness,Moderate
74556315,Nausea,Severe
74556315,Fatigue,Mild
13720157,Fatigue,Mild
13720157,Nausea,Severe
13720157,Headache,Moderate
10249027,Dry mouth,Mild
10249027,Dizziness,Mild
23930496,Headache,Moderate
29976336,Headache,Mild
08074485,Headache,Severe
08074485,Fatigue,Moderate
53690369,Nausea,Severe
53690369,Fatigue,Severe
53690369,Dry mouth,Mild
68945163,Dizziness,Severe
63648254,Fatigue,Mild
63648254,Dizziness,Severe
63648254,Nausea,Severe
28954249,Fatigue,Mild
88095431,Dry mouth,Severe
88095431,Nausea,Severe
88095431,Headache,Mild
84486127,Fatigue,Severe
84486127,Dry mouth,Severe
65098432,Fatigue,Severe
65098432,Dry mouth,Moderate
07641069,Dry mouth,Severe
07498576,Headache,Moderate
07498576,Dizziness,Moderate
07498576,Fatigue,Moderate
98326452,Dizziness,Mild
98326452,Dry mouth,Mild
30727591,Nausea,Mild
30727591,Dizziness,Severe
30727591,Headache,Moderate
00881103,Dry mouth,Severe
00881103,Headache,Severe
79156690,Headache,Mild
79156690,Fatigue,Moderate
74432189,Dry mouth,Moderate
74432189,Headache,Mild
74432189,Fatigue,Mild
00640020,Dry mouth,Severe
07835354,Fatigue,Mild
07835354,Dry mouth,Severe
07835354,Nausea,Severe
89371581,Fatigue,Severe
89371581,Dizziness,Moderate
89371581,Dry mouth,Moderate
47244712,Nausea,Mild
55307858,Nausea,Severe
63521946,Dizziness,Mild
72914298,Headache,Moderate
80554231,Headache,Mild
86029259,Fatigue,Mild
66386777,Dizziness,Mild
81499249,Fatigue,Mild
38213966,Dry mouth,Mild
38213966,Headache,Moderate
30219047,Dry mouth,Severe
37653006,Nausea,Mild
69517435,Dizziness,Moderate
69517435,Fatigue,Mild
69517435,Nausea,Mild
88337525,Headache,Severe
78617536,Nausea,Mild
78617536,Dry mouth,Mild
01871922,Headache,Severe
00554020,Dizziness,Mild
52583284,Dizziness,Mild
52583284,Headache,Severe
52583284,Fatigue,Mild
19549196,Dry mouth,Severe
66160872,Dry mouth,Severe
66160872,Headache,Mild
18091405,Headache,Moderate
11692129,Nausea,Severe
77484256,Dizziness,Moderate
22063171,Dry mouth,Mild
33458845,Headache,Moderate
33458845,Dry mouth,Moderate
14813602,Dizziness,Moderate
82117665,Headache,Severe
82117665,Dizziness,Mild
82117665,Dry mouth,Severe
90708540,Dizziness,Moderate
90708540,Headache,Severe
90708540,Fatigue,Moderate
25520512,Nausea,Severe
25520512,Dry mouth,Severe
25520512,Dizziness,Mild
92612840,Fatigue,Moderate
45050978,Dry mouth,Mild
45050978,Headache,Mild
45050978,Nausea,Mild
78940441,Nausea,Mild
78940441,Headache,Mild
78940441,Fatigue,Mild
72200310,Dizziness,Moderate
72200310,Dry mouth,Moderate
54663116,Nausea,Moderate
54663116,Headache,Severe
54663116,Dizziness,Mild
76135723,Dizziness,Mild
07463797,Fatigue,Mild
07463797,Nausea,Mild
70861032,Fatigue,Moderate
70861032,Dry mouth,Severe
70861032,Nausea,Mild
94558299,Dizziness,Mild
94558299,Headache,Mild
53288880,Fatigue,Mild
53288880,Dry mouth,Moderate
24774997,Dry mouth,Mild
98018503,Dizziness,Moderate
98018503,Nausea,Mild
96153677,Dizziness,Mild
07398759,Nausea,Moderate
07398759,Headache,Moderate
07398759,Dry mouth,Mild
22274420,Headache,Moderate
22274420,Dry mouth,Severe
94857976,Dry mouth,Moderate
94857976,Fatigue,Mild
61522028,Dizziness,Mild
61522028,Fatigue,Mild
61522028,Dry mouth,Mild
14538235,Headache,Severe
14538235,Nausea,Severe
06507369,Nausea,Severe
06507369,Dizziness,Mild
75292430,Dry mouth,Moderate
18278978,Dizziness,Moderate
18278978,Headache,Mild
18278978,Fatigue,Moderate
27231659,Fatigue,Severe
05729131,Nausea,Severe
05729131,Dizziness,Moderate
05729131,Headache,Severe
85247753,Fatigue,Mild
15183457,Fatigue,Severe
18338506,Dry mouth,Mild
18338506,Fatigue,Moderate
18338506,Headache,Moderate
52974387,Dry mouth,Mild
52974387,Headache,Severe
22804533,Dizziness,Mild
35449602,Dizziness,Moderate
24418066,Headache,Moderate
24418066,Dry mouth,Moderate
59157244,Fatigue,Mild
59157244,Dizziness,Severe
59157244,Dry mouth,Severe
46681313,Headache,Severe
44208406,Fatigue,Severe
44208406,Dizziness,Moderate
72937697,Headache,Moderate
72937697,Fatigue,Mild
72937697,Dizziness,Moderate
72793875,Dizziness,Moderate
72793875,Fatigue,Severe
34358414,Headache,Mild
34358414,Dry mouth,Mild
76556034,Nausea,Moderate
76556034,Headache,Mild
92984293,Dizziness,Severe
92984293,Headache,Mild
92984293,Nausea,Moderate
47681900,Dizziness,Severe
47681900,Dry mouth,Moderate
47681900,Fatigue,Moderate
16107287,Dry mouth,Moderate
16107287,Dizziness,Moderate
16107287,Headache,Moderate
10340364,Dry mouth,Severe
10340364,Fatigue,Mild
03112731,Fatigue,Moderate
53574681,Nausea,Moderate
53574681,Dry mouth,Severe
53574681,Fatigue,Mild
39672744,Fatigue,Moderate
39672744,Dizziness,Moderate
39672744,Nausea,Moderate
88409557,Dizziness,Moderate
88409557,Headache,Moderate
16748588,Nausea,Moderate
16748588,Fatigue,Mild
86408606,Fatigue,Mild
86408606,Dry mouth,Moderate
17328856,Fatigue,Mild
17328856,Dizziness,Moderate
17328856,Headache,Severe
98671565,Dizziness,Severe
98671565,Dry mouth,Severe
98671565,Headache,Moderate
77292224,Dizziness,Moderate
12272463,Dizziness,Moderate
12272463,Fatigue,Moderate
12272463,Dry mouth,Moderate
43991336,Dry mouth,Mild
72759909,Headache,Mild
70087198,Headache,Moderate
70087198,Dry mouth,Severe
70087198,Dizziness,Severe
51154629,Dry mouth,Mild
51154629,Dizziness,Mild
03841981,Fatigue,Moderate
03841981,Nausea,Moderate
37657100,Dizziness,Moderate
37657100,Nausea,Severe
37657100,Headache,Moderate
98209212,Headache,Mild
98209212,Fatigue,Moderate
96126888,Nausea,Mild
96126888,Fatigue,Moderate
96126888,Dry mouth,Mild
80894066,Dry mouth,Moderate
80894066,Headache,Mild
80894066,Dizziness,Severe
84029195,Nausea,Severe
08893803,Nausea,Severe
49213594,Nausea,Severe
49213594,Dry mouth,Mild
04939481,Fatigue,Mild
88596440,Dizziness,Moderate
88596440,Headache,Severe
29175460,Fatigue,Mild
06446749,Dry mouth,Moderate
06446749,Fatigue,Mild
06446749,Headache,Mild
28401926,Headache,Moderate
04094027,Dry mouth,Mild
00005711,Fatigue,Moderate
48348579,Headache,Moderate
48348579,Fatigue,Moderate
16814135,Headache,Mild
16814135,Nausea,Mild
16814135,Fatigue,Severe
40668042,Fatigue,Moderate
40668042,Dry mouth,Moderate
40668042,Nausea,Severe
96533648,Dizziness,Severe
62821261,Headache,Mild
62821261,Dizziness,Mild
22910808,Dizziness,Mild
22910808,Fatigue,Mild
22910808,Dry mouth,Moderate
18800035,Nausea,Mild
18800035,Headache,Mild
59478037,Headache,Severe
59478037,Nausea,Moderate
59478037,Fatigue,Mild
22986581,Dizziness,Mild
22986581,Nausea,Mild
88157486,Fatigue,Mild
88157486,Dizziness,Mild
65387906,Dizziness,Moderate
65387906,Fatigue,Mild
59423734,Nausea,Severe
59423734,Fatigue,Mild
32532595,Dry mouth,Severe
32532595,Headache,Severe
65673347,Nausea,Severe
65673347,Dry mouth,Severe
65673347,Headache,Moderate
35476557,Dry mouth,Moderate
24084581,Headache,Mild
24084581,Fatigue,Mild
92437711,Headache,Severe
00758162,Dizziness,Mild
00758162,Nausea,Moderate
72752510,Nausea,Severe
72752510,Fatigue,Mild
72752510,Dizziness,Severe
86927549,Fatigue,Mild
86927549,Dry mouth,Severe
86927549,Dizziness,Moderate
56955447,Dry mouth,Moderate
56955447,Nausea,Severe
74039455,Dry mouth,Severe
74039455,Nausea,Mild
76020526,Fatigue,Mild
76020526,Dry mouth,Mild
81020981,Fatigue,Moderate
20856422,Headache,Severe
20856422,Dizziness,Moderate
20856422,Fatigue,Severe
19944335,Fatigue,Severe
04379808,Dizziness,Mild
04379808,Headache,Mild
04379808,Dry mouth,Moderate
37047298,Headache,Severe
73010467,Headache,Severe
30857758,Dry mouth,Severe
43204456,Headache,Moderate
43204456,Fatigue,Mild
86668690,Fatigue,Severe
86668690,Dry mouth,Moderate
66686623,Nausea,Severe
95866780,Nausea,Moderate
95866780,Dizziness,Mild
97965193,Nausea,Mild
03162827,Headache,Moderate
03162827,Nausea,Mild
03162827,Fatigue,Mild
81714557,Dry mouth,Mild
81714557,Dizziness,Moderate
19832792,Fatigue,Mild
84893552,Fatigue,Moderate
84893552,Dizziness,Severe
84893552,Headache,Mild
30555396,Headache,Mild
30555396,Nausea,Severe
30555396,Dry mouth,Moderate
54594353,Dry mouth,Severe
28375919,Dizziness,Severe
28375919,Nausea,Mild
28375919,Headache,Severe
15005786,Nausea,Mild
61394688,Nausea,Moderate
84276131,Headache,Mild
84276131,Dizziness,Severe
84276131,Nausea,Moderate
81575555,Fatigue,Moderate
75638179,Fatigue,Moderate
75638179,Dizziness,Moderate
40681699,Fatigue,Severe
40681699,Nausea,Mild
40681699,Dry mouth,Severe
07875001,Headache,Severe
07875001,Dry mouth,Severe
28027912,Dizziness,Moderate
28027912,Fatigue,Mild
28027912,Dry mouth,Moderate
36245084,Dry mouth,Mild
36245084,Nausea,Mild
02578774,Dizziness,Severe
02578774,Fatigue,Moderate
02578774,Headache,Mild
68551607,Headache,Mild
68551607,Nausea,Mild
17729145,Dry mouth,Severe
75396579,Dizziness,Moderate
75396579,Fatigue,Moderate
75396579,Headache,Mild
37003582,Fatigue,Moderate
02220638,Dizziness,Severe
02220638,Nausea,Mild
02220638,Dry mouth,Mild
09620125,Nausea,Moderate
09620125,Headache,Severe
79997091,Fatigue,Mild
79997091,Headache,Mild
42953172,Fatigue,Mild
86314889,Nausea,Moderate
86314889,Dizziness,Mild
68614533,Dizziness,Severe
03399111,Fatigue,Mild
03399111,Nausea,Severe
77993086,Dizziness,Mild
77993086,Fatigue,Mild
77993086,Headache,Moderate
52864342,Dizziness,Severe
78278465,Dizziness,Moderate
43225607,Headache,Severe
91974557,Headache,Moderate
91974557,Dizziness,Moderate
91974557,Fatigue,Moderate
